Date,R.A._ICRF,DEC_ICRF,delta,deldot,Opposition,x_ICRF,y_ICRF,z_ICRF,x_Ecl,y_Ecl,z_Ecl,x_Pol,y_Pol
04/29/1988,183.61573,-2.72823,0.00266696036778,-0.0359697,2,-0.002658634791060885,-0.000167999927414492,-0.00012694359164053804,-0.002658634791060885,-0.0002046321719178528,-4.964197101301066e-05,0.0026664983176486676,-3.0647752177193155
04/30/1988,194.58103,-8.52366,0.00264446939702,-0.0414019,2,-0.0025310297414961945,-0.0006583890885713086,-0.0003919574562210444,-0.0025310297414961945,-0.0007599718835629778,-9.77219301424714e-05,0.0026426632052050356,-2.849895570608252
05/01/1988,206.10038,-14.10295,0.00261971424123,-0.0438376,2,-0.002281660341690068,-0.0011177926320237654,-0.0006383325329758928,-0.002281660341690068,-0.0012794687636136334,-0.00014102650034314857,0.0026159155628391827,-2.630524319125471
05/02/1988,218.416,-19.20062,0.00259435248009,-0.0435772,2,-0.0019196520896276267,-0.001522370516586539,-0.0008532225125753862,-0.0019196520896276267,-0.0017361400339403641,-0.00017725244225954109,0.0025882902392626223,-2.406350008932401
05/03/1988,231.70786,-23.49832,0.00256979331108,-0.0411664,2,-0.0014603701498320752,-0.0018496709695344348,-0.0010246335889538744,-0.0014603701498320752,-0.002104615734106436,-0.00020432645179364385,0.0025616573468691963,-2.1774093054767563
05/04/1988,246.01872,-26.64379,0.00254708459046,-0.0372893,2,-0.0009253028336370664,-0.0020800929623980237,-0.0011422205762479578,-0.0009253028336370664,-0.002362797193781775,-0.00022055384394512533,0.0025375176675010197,-1.9440519579146405
05/05/1988,261.173,-28.30394,0.00252687253193,-0.032627,2,-0.00034139457200250674,-0.0021984218577971375,-0.0011981134645722572,-0.00034139457200250674,-0.002493594746146046,-0.00022476605798561094,0.002516856176224605,-1.706859019205329
05/06/1988,276.75985,-28.24721,0.0025094466482,-0.0277107,2,0.0002602062913193821,-0.0021952385333457876,-0.0011876628089798305,0.0002602062913193821,-0.0024865170724736145,-0.00021644402144035024,0.0025000948913481147,-1.4665289362983702
05/07/1988,292.24714,-26.41797,0.00249486165919,-0.0228085,2,0.0008459223228996459,-0.0020680041254703563,-0.0011100040806924685,0.0008459223228996459,-0.002338890921140785,-0.00019580444612305207,0.0024871661217889572,-1.223757219560342
05/08/1988,307.1834,-22.95307,0.00248310579985,-0.0178824,2,0.0013818910957129533,-0.0018216699808839547,-0.0009683542190666658,0.0013818910957129533,-0.0020565386887546663,-0.00016382928460198162,0.0024776953765052534,-0.9791449701037851
05/09/1988,321.34601,-18.13177,0.00247426914085,-0.0126326,2,0.0018362880914967576,-0.0014687246859014364,-0.000770001054163902,0.0018362880914967576,-0.0016538173612511934,-0.00012223731841763067,0.002471247826372067,-0.7331634251228143
05/10/1988,334.7558,-12.30169,0.00246866177102,-0.0066238,2,0.002181631451234885,-0.001028654235921534,-0.0005259711147953451,0.002181631451234885,-0.0011529910907231175,-7.33941100599283e-05,0.002467570514555585,-0.48618639583984025
05/11/1988,347.60393,-5.82557,0.00246684160191,0.0005346,2,0.0023968891650401475,-0.0005268179102538856,-0.00025038512108903463,0.0023968891650401475,-0.0005829434604301243,-2.0167830046728018e-05,0.0024667591588043414,-0.23857637878792426
05/12/1988,0.16756,0.9392,0.00246953348025,0.0090009,4,0.002469191144409993,7.221105135159879e-06,4.0479106753635245e-05,0.002469191144409993,2.2726892341872295e-05,3.4266467682359345e-05,0.0024692957334568597,0.00920392519674005
05/13/1988,12.74788,7.63975,0.00247745118372,0.0185616,1,0.002394934302281721,0.0005418251541149761,0.00032936235036548715,0.002394934302281721,0.0006281276633849916,8.665849041211278e-05,0.0024759351109742605,0.2564963657564921
05/14/1988,25.62508,13.92177,0.00249106475849,0.0285886,1,0.002180074388303835,0.0010456902212394763,0.0005993423509619818,0.002180074388303835,0.0011978066926279034,0.000133934385235098,0.0024874615999935634,0.5024084528371933
05/15/1988,39.01262,19.43096,0.00251037723124,0.0381149,1,0.0018394823039038135,0.0014902543713963773,0.0008351290949828751,0.0018394823039038135,0.0016994768993096065,0.00017342711860010075,0.00250437953945928,0.7458576022162614
05/16/1988,52.9999,23.83139,0.00253477644443,0.0460125,1,0.0013954061263509096,0.00185175974967166,0.001024167562108611,0.0013954061263509096,0.0021063467778029295,0.00020306801180580063,0.0025266291785338096,0.9856999285636201
05/17/1988,67.49546,26.84425,0.00256300584891,0.0512156,1,0.0008752915187837585,0.002112667151790207,0.0011573682406385386,0.0008752915187837585,0.0023987088229298816,0.00022149429222992052,0.0025534171731341586,1.2209087359923148
05/18/1988,82.21335,28.29924,0.0025932607938,0.0529207,1,0.0003093554802867475,0.002262270174798882,0.0012294040782802858,0.0003093554802867475,0.0025646211224322657,0.00022807724536004958,0.002583211627956405,1.4507520652446424
05/19/1988,96.74661,28.17326,0.00262338111693,0.0507144,1,-0.00027167794936557786,0.0022965595209352204,0.00123860160798184,-0.00027167794936557786,0.0025997395505565437,0.00022287630148912175,0.002613896447623629,1.6749203769559668
05/20/1988,110.7101,26.58772,0.00265109145713,0.0446112,1,-0.000838387523040637,0.0022175459102996005,0.0011865422078421685,-0.000838387523040637,0.0025065379428944184,0.00020654252856994865,0.002643033502996055,1.8935787813795537
05/21/1988,123.86575,23.76135,0.00267424152566,0.0350198,1,-0.0013638947323484471,0.0020323127003436473,0.0010775267906917188,-0.0013638947323484471,0.002293225957521454,0.00018020434064220877,0.0026681630634535873,2.107346137508069
05/22/1988,136.16203,19.94681,0.00269101283668,0.022666,1,-0.0018245882902083977,0.0017520398550346303,0.0009180326817609314,-0.0018245882902083977,0.0019726375425764614,0.00014535743540953214,0.0026870841637633355,2.317225435046997
05/23/1988,147.69851,15.38297,0.00270007578774,0.0085013,1,-0.0022004708602323016,0.0013911600272490656,0.0007162478840406283,-0.0022004708602323016,0.0015612713984115689,0.00010377318203795571,0.002698080870958004,2.5245079829963073
05/24/1988,158.66738,10.2746,0.00270069406836,-0.0063861,1,-0.0024753135294517388,0.0009667082600005036,0.00048171207358219917,-0.0024753135294517388,0.0010785515362777523,5.7427914649269874e-05,0.0027000834219508708,2.730674530022282
05/25/1988,169.30762,4.79432,0.00269277959424,-0.0208532,3,-0.0026367681064722636,0.0004978593204358986,0.00022505997623103658,-0.0026367681064722636,0.0005463007117017255,8.451522951383021e-06,0.0026927663312874247,2.9372973869543975
05/26/1988,179.88043,-0.90259,0.00267690148271,-0.0337806,2,-0.0026765635082158013,5.585702227919275e-06,-4.216793275868701e-05,-0.0026765635082158013,-1.1648651546592897e-05,-4.0910188702402614e-05,0.0026765888560993695,-3.137240588724863
05/27/1988,190.65979,-6.65739,0.00265424948512,-0.0441531,2,-0.0025908563418116787,-0.00048766446554753397,-0.00030771271406334553,-0.0025908563418116787,-0.0005698244721032203,-8.833921182735616e-05,0.0026527790169770093,-2.925102698376391
05/28/1988,201.92762,-12.28437,0.00262654861568,-0.051148,2,-0.00238074674296604,-0.0009583874399340016,-0.0005588345831852809,-0.00238074674296604,-0.001101594892582273,-0.0001314962699994424,0.002623254917370166,-2.7082196535155667
05/29/1988,213.96124,-17.54801,0.0025959203797,-0.054231,2,-0.002052901907886445,-0.001382680139780982,-0.0007826825700072977,-0.002052901907886445,-0.001579917442858585,-0.00016809892352176014,0.002590472036068449,-2.485663833627443
05/30/1988,226.99723,-22.14694,0.00256468985612,-0.0532445,2,-0.001620148780815246,-0.001737228465586376,-0.0009668449950556209,-0.001620148780815246,-0.0019784647726572725,-0.00019603349066398218,0.002557186917028734,-2.2569510369674215
05/31/1988,241.15777,-25.7179,0.00253514887858,-0.0484659,2,-0.0011018103372298907,-0.0020006911566348624,-0.0011001039555886723,-0.0011018103372298907,-0.0022731944329602285,-0.0002134968086351923,0.0025261430975437676,-2.02212669316419
06/01/1988,256.34794,-27.8788,0.00250930279396,-0.0406014,2,-0.0005235202906203493,-0.0021554026200110103,-0.0011733569630482952,-0.0005235202906203493,-0.002444277797374883,-0.00021916447327164224,0.002499713472666622,-1.7817904904507715
06/02/1988,272.19003,-28.31957,0.00248864593266,-0.03069,2,8.371881506912198e-05,-0.002189193073566571,-0.0011805860514154539,8.371881506912198e-05,-0.002478155499793473,-0.00021235596763911479,0.0024795692208835827,-1.5370264571358867
06/03/1988,288.09808,-26.90941,0.00247401860351,-0.0199208,2,0.000685325370458634,-0.0020969935670166278,-0.0011196942292475154,0.000685325370458634,-0.002369342733947704,-0.00019316365136466077,0.0024664662686331314,-1.289233593909115
06/04/1988,303.5015,-23.75014,0.00246558643434,-0.0094022,2,0.0012456480384800633,-0.0018818618500438065,-0.0009930122893408262,0.0012456480384800633,-0.0021215720662885445,-0.00016250968271571526,0.002460225003576924,-1.0398905072063482
06/05/1988,318.06023,-19.13496,0.0024629504964,4.83e-05,2,0.0017308373179273605,-0.0015551614590297515,-0.0008073414165862438,0.0017308373179273605,-0.001747974693287178,-0.0001221138739645279,0.0024599214112451607,-0.7903243383902264
06/06/1988,331.72453,-13.45168,0.00246535604303,0.0080265,4,0.002111626899904839,-0.0011358280550808535,-0.0005735040399108474,0.002111626899904839,-0.0012702286589179861,-7.437343992469322e-05,0.002464233960146298,-0.541551297272177
06/07/1988,344.66147,-7.09875,0.00247193756405,0.0145427,1,0.002365613173309156,-0.0006488687203217934,-0.0003054816174757353,0.002365613173309156,-0.0007168390166098302,-2.2168876685227596e-05,0.0024718381543838916,-0.2942293537293211
06/08/1988,357.15108,-0.44554,0.00248193110261,0.0199124,1,0.0024787886501084306,-0.00012335456919530937,-1.9299649094134398e-05,0.0024787886501084306,-0.00012085256957237909,3.136052653050267e-05,0.0024817329661908877,-0.04871611365164918
06/09/1988,9.50996,6.17125,0.00249480128086,0.0245795,1,0.0024462563584029926,0.0004098000870418548,0.0002681923724010709,0.0024462563584029926,0.0004826650133751448,8.305266291454912e-05,0.0024934184739356328,0.1948053950185763
06/10/1988,22.04368,12.4344,0.00251026026995,0.0289278,1,0.002272176937827532,0.0009200346723762347,0.0005405134482320497,0.002272176937827532,0.0010591191876363148,0.00012994280462857012,0.0025068947904558557,0.43618252582758194
06/11/1988,35.00791,18.03276,0.00252818730503,0.0331325,1,0.00196905270744658,0.0013791507066270017,0.0007826275059198913,0.00196905270744658,0.0015766573477756143,0.0001694523305160266,0.002522502122297926,0.6751790276337569
06/12/1988,48.56035,22.66003,0.00254848201019,0.0370834,1,0.0015564653730747921,0.0017630024454348746,0.0009818342406291722,0.0015564653730747921,0.0020080743156925505,0.0001995335594257438,0.0025406587560955437,0.9114216172799342
06/13/1988,62.70238,26.03522,0.00257089833279,0.0403946,1,0.001059402036921184,0.0020527630572040444,0.0011284278411524372,0.001059402036921184,0.002332236061384146,0.00021877046347487325,0.002561573290353682,1.14441947980282
06/14/1988,77.23896,27.94598,0.00259490649435,0.0424887,1,0.000506338614536828,0.002235693342727845,0.0012160740927801754,0.000506338614536828,0.002534934992312273,0.00022641887421217686,0.002585009517936114,1.3736467206832503
06/15/1988,91.80685,28.2993,0.0026196188374,0.0427277,1,-7.27254862455277e-05,0.002305383422368182,0.0012419022235189237,-7.27254862455277e-05,0.002609148231384923,0.0002223946122823263,0.0026101615830612323,1.5986623790978625
06/16/1988,105.9906,27.14799,0.00264379587035,0.0405537,1,-0.0006480745056227149,0.0022615046318659186,0.0012063386088866526,-0.0006480745056227149,0.0025547438373886874,0.00020721960468573684,0.0026356624669167336,1.8192307609090492
06/17/1988,119.46785,24.67009,0.00266592795357,0.0356058,1,-0.0011917612774388132,0.002109191510575026,0.0011127390003687187,-0.0011917612774388132,0.002377767499176779,0.00018193029182063793,0.0026597129962730916,2.0354116114650544
06/18/1988,132.09446,21.11254,0.00268437264523,0.0277937,1,-0.0016786915358467354,0.001858205896688635,0.0009669136835556853,-0.0016786915358467354,0.0020894867268060873,0.0001479744722471416,0.0026802910390519696,2.247606393127989
06/19/1988,143.90074,16.73263,0.00269752130362,0.0173261,1,-0.0020873037315669034,0.001522046767328831,0.0007766324444255964,-0.0020873037315669034,0.0017053772327005308,0.00010711120322963929,0.0026953939180807025,2.456557084139337
06/20/1988,155.03875,11.76144,0.00270397040211,0.0047007,1,-0.002399934040598907,0.0011171321993108765,0.000551169833648724,-0.002399934040598907,0.0012441915118708029,6.131898604970422e-05,0.0027032750354776614,2.663312053523725
06/21/1988,165.7282,6.39301,0.00270267949544,-0.0093304,3,-0.0026029793072596674,0.0006621268960933818,0.00030093712718695827,-0.0026029793072596674,0.0007271954623002703,1.2725590740383583e-05,0.0027026495359946546,2.8691678409855585
06/22/1988,176.22221,0.7914,0.00269310469127,-0.0238092,2,-0.0026869964586503526,0.00017742395877346244,3.7197421874334386e-05,-0.0026869964586503526,0.00017757959066904552,-3.6447199052310494e-05,0.002692858050440409,3.0756001109046642
06/23/1988,186.79221,-4.89229,0.00267530084461,-0.0376313,2,-0.002646846206067069,-0.0003152523224001083,-0.00022815727869318508,-0.002646846206067069,-0.00037999408944016733,-8.393010538465726e-05,0.002673983983979915,-2.9990021107741467
06/24/1988,197.72321,-10.49748,0.00264998625858,-0.0496175,2,-0.0024819652975073972,-0.0007932041335921528,-0.0004828070371112746,-0.0024819652975073972,-0.0009198001517248682,-0.00012744847397577974,0.0026469197300152633,-2.7866908211240338
06/25/1988,209.30811,-15.8289,0.00261856072926,-0.058605,2,-0.0021968001988238294,-0.0012331956805220286,-0.0007142531713699677,-0.0021968001988238294,-0.001415548481944405,-0.00016477765180732617,0.002613371121422965,-2.5691866189462003
06/26/1988,221.82634,-20.63209,0.00258306298285,-0.0635669,2,-0.0018013663057018926,-0.0016120981178729345,-0.0009101832037575713,-0.0018013663057018926,-0.0018411211574075556,-0.00019382128314021098,0.002575780985171647,-2.345280719399608
06/27/1988,235.48856,-24.57894,0.00254605019099,-0.0637617,2,-0.001311809750004401,-0.001907878838694578,-0.0010590208174039992,-0.001311809750004401,-0.0021716988623837643,-0.00021272236825183575,0.002537148156707752,-2.1141867788465447
06/28/1988,250.33724,-27.28251,0.00251038540163,-0.0588986,2,-0.0007507355913399532,-0.0021010250679140744,-0.001150706131299007,-0.0007507355913399532,-0.002385377385164267,-0.00022001287907609773,0.002500725734213503,-1.8757060757622395
06/29/1988,266.13637,-28.36424,0.00247893416839,-0.0492775,2,-0.00014698206847091704,-0.002176368748904103,-0.0011776799019907844,-0.00014698206847091704,-0.0024652334116749596,-0.00021479084878288292,0.0024696112047224257,-1.6303477978128527
06/30/1988,282.35527,-27.57169,0.00245420181245,-0.0358431,2,0.0004654943696570082,-0.0021250989383098337,-0.0011359471952713772,0.0004654943696570082,-0.0024015939658988267,-0.0001968957871789971,0.002446290781003769,-1.3793430812839853
07/01/1988,298.33905,-24.88731,0.00243798016028,-0.0200908,2,0.0010498121412978892,-0.001946533349409793,-0.001025987158563852,0.0010498121412978892,-0.002194023655781473,-0.00016703870142495392,0.0024322510836969854,-1.1245066309692036
07/02/1988,313.5791,-20.5461,0.00243109696378,-0.0038088,2,0.001569286514381733,-0.0016491173108259109,-0.0008532200057513194,0.001569286514381733,-0.001852426955820012,-0.00012683318347880802,0.0024277861913416026,-0.8679582143798276
07/03/1988,327.87327,-14.95181,0.00243334883457,0.011283,4,0.001990969549539649,-0.0012502275651771729,-0.000627819909512451,0.001990969549539649,-0.001396793768709125,-7.870178653895596e-05,0.0024320757758546,-0.6117752642371962
07/04/1988,341.30084,-8.56276,0.0024436434537,0.0238741,1,0.0022888550567222313,-0.0007746972933514724,-0.0003638405719567818,0.0022888550567222313,-0.0008554983335807877,-2.5660463137494767e-05,0.002443508720967133,-0.35768918682327483
07/05/1988,354.10918,-1.81317,0.00246030373287,0.0332677,1,0.0024460862078232856,-0.0002523823263312369,-7.784525179088351e-05,0.0024460862078232856,-0.00026252132516482995,2.8970255512415007e-05,0.002460133163523796,-0.10691377370531131
07/06/1988,6.61191,4.91601,0.00248143565699,0.0393964,1,0.0024558637398627986,0.0002846704735740462,0.00021264743704928115,0.0024558637398627986,0.0003457663313837355,8.186485869976543e-05,0.002480084890621984,0.13987277729225817
07/07/1988,19.12503,11.29342,0.00250525655006,0.0426797,1,0.002321149618527643,0.0008049058910044694,0.0004906132251109952,0.002321149618527643,0.0009336414270640754,0.00012995582209838667,0.0025018836635465817,0.3824293197994382
07/08/1988,31.92502,17.02095,0.00253031388241,0.0438018,1,0.0020535119603796864,0.0012794431175575226,0.000740676907314539,0.0020535119603796864,0.0014684904333424156,0.00017062479091898566,0.0025245545199580497,0.6207962102400342
07/09/1988,45.20728,21.82099,0.00255557105802,0.0434842,1,0.0016715051507044621,0.0016836431857765858,0.000949926095412682,0.0016715051507044621,0.0019225712868372025,0.00020182569407054603,0.0025475890213694993,0.8551404040535364
07/10/1988,59.03594,25.43933,0.00258037455394,0.042308,1,0.0011988798950699473,0.0019981091702082157,0.0011084130907509007,0.0011988798950699473,0.00227413068935578,0.00022214734648051508,0.002570794312089694,1.085640626939198
07/11/1988,73.2997,27.67001,0.00260433850853,0.0406081,1,0.0006628080488011608,0.002209212255193243,0.0012093989287909293,0.0006628080488011608,0.0025079838409900646,0.00023082809792004304,0.002594088945318352,1.3124241877295222
07/12/1988,87.71358,28.39617,0.00262719027067,0.0384427,1,9.22007664848919e-05,0.0023092477893465147,0.0012494008101329777,9.22007664848919e-05,0.002615676484282812,0.0002277372752375298,0.0026173009860867157,1.5355616146305144
07/13/1988,101.89803,27.62393,0.00264861814993,0.035629,1,-0.00048382085746739184,0.0022962858000643628,0.0012280745117625813,-0.00048382085746739184,0.002595300979858428,0.00021332675866852038,0.002640013219318153,1.7551025578301396
07/14/1988,115.50932,25.48328,0.00266815427249,0.0318257,1,-0.001037270533310208,0.0021737728402482334,0.0011479672040315989,-0.001037270533310208,0.002451032684187722,0.00018856257204580783,0.0026614829284123,1.9711391220268428
07/15/1988,128.34419,22.19134,0.00268511350129,0.0266406,1,-0.0015424119667157446,0.0019499384104185438,0.0010141696284726304,-0.0015424119667157446,0.002192446996819828,0.00015484187378622314,0.0026806451665470784,2.183875205674222
07/16/1988,140.36777,17.99981,0.0026985961388,0.0197405,1,-0.001976617234821507,0.0016370736956738316,0.0008339035569450892,-0.001976617234821507,0.0018336935151687748,0.00011390135987261556,0.0026961913137916304,2.3936866411738458
07/17/1988,151.67988,13.15256,0.0027075501796,0.0109451,1,-0.0023209612589628397,0.001250760402637617,0.000616088649984245,-0.0023209612589628397,0.0013926162124072647,6.772661504953674e-05,0.0027067029908480773,2.60116065319495
07/18/1988,162.46398,7.86441,0.00271088046489,0.0002941,1,-0.0025605877719268692,0.0008091203644275001,0.00037092774640019036,-0.0025605877719268692,0.0008899000011769653,1.8470113319949972e-05,0.002710817542704815,2.8071133749417805
07/19/1988,172.94782,2.31854,0.00270758820585,-0.0119146,3,-0.002684904849856581,0.0003321471821521838,0.00010953578895957097,-0.002684904849856581,0.00034830992177720214,-3.162337847528238e-05,0.0027074035263314243,3.012584191424229
07/20/1988,183.38265,-3.32393,0.00269692433765,-0.0251144,2,-0.0026876964321709317,-0.00015886185864358063,-0.00015637033405618638,-0.0026876964321709317,-0.00020795343823907763,-8.02753949170133e-05,0.002695729352880183,-3.0643741292045723
07/21/1988,194.03559,-8.9073,0.00267854213298,-0.0384828,2,-0.0025672365366322986,-0.0006417780245006038,-0.00041473544627551676,-0.0025672365366322986,-0.0007537920894939118,-0.00012522782815992649,0.002675613191252315,-2.855999264025684
07/22/1988,205.18642,-14.26015,0.00265263609825,-0.0509764,2,-0.002326480323637041,-0.0010940851042965654,-0.0006534105585503253,-0.002326480323637041,-0.0012637152222125146,-0.00016429062851255205,0.0026475435518838845,-2.6439947466975857
07/23/1988,217.1169,-19.17179,0.00262005339917,-0.0613919,2,-0.0019733728190437483,-0.0014933653440441705,-0.0008604298232682525,-0.0019733728190437483,-0.001712395208771845,-0.00019540261138692233,0.002612756711591311,-2.426883358569127
07/24/1988,230.07762,-23.37106,0.00258235989025,-0.0684644,2,-0.00152126044705274,-0.0018179635933460866,-0.00102438158333361,-0.00152126044705274,-0.0020754245409544923,-0.00021670770592834173,0.0025732509347056046,-2.2033202961932763
07/25/1988,244.21613,-26.51974,0.00254183593774,-0.071014,2,-0.000989306770950989,-0.0020479504945432876,-0.0011349452934996537,-0.000989306770950989,-0.002330413113735849,-0.0002266644362600757,0.0025317095346270445,-1.97226026547099
07/26/1988,259.46995,-28.242,0.00250137115964,-0.0681489,2,-0.000402710516883648,-0.002166489578730676,-0.0011836404957255567,-0.000402710516883648,-0.0024585404366176313,-0.00022418929364724787,0.0024913042445459583,-1.7331551562240128
07/27/1988,275.48588,-28.20826,0.00246422945504,-0.0595057,2,0.00020760267571555475,-0.0021616197955739887,-0.001164786587965858,0.00020760267571555475,-0.0024465728468291434,-0.0002088282578599428,0.0024553650575435656,-1.4861446265459834
07/28/1988,291.67665,-26.25457,0.00243367664857,-0.0454707,2,0.0008061873315612052,-0.002028264976825978,-0.0010765617492769497,0.0008061873315612052,-0.002289128372244567,-0.00018092902368075172,0.0024269418448295867,-1.232179918806468
07/29/1988,307.44403,-22.46636,0.00241250919994,-0.0272832,2,0.0013554501077515117,-0.001770034436543247,-0.0009219185097624324,0.0013554501077515117,-0.00199069294256994,-0.00014176478262878866,0.002408340380054562,-0.9730088641479494
07/30/1988,322.41423,-17.16382,0.00240258338145,-0.0069178,2,0.001819115306467686,-0.0014001877773566517,-0.0007090138184377882,0.001819115306467686,-0.0015666766529597847,-9.354502480313546e-05,0.002400761594401722,-0.7109776297032683
07/31/1988,336.51562,-10.80742,0.00240448529212,0.0132801,4,0.002166202971721809,-0.0009411897401382124,-0.0004508614846974307,0.002166202971721809,-0.0010428670957518438,-3.927373070032684e-05,0.0024041645314117504,-0.44867855175354165
08/01/1988,349.90677,-3.89323,0.00241746119618,0.0311031,1,0.0023745558936785656,-0.00042268335577802453,-0.00016413934196484576,0.0023745558936785656,-0.00045309528057997325,1.7538801229842937e-05,0.0024173975729050974,-0.1885461560082772
08/02/1988,2.86355,3.11572,0.00243963745471,0.0449417,1,0.0024329893988874027,0.00012169820282844264,0.00013260106618624628,0.0024329893988874027,0.0001644015801356088,7.325036364631256e-05,0.002438537531933755,0.06746928152663728
08/03/1988,15.69229,9.81665,0.00246844824866,0.0540248,1,0.002341649653634299,0.0006578680454457596,0.00042086017954703745,0.002341649653634299,0.0007709906742088054,0.00012444692133612773,0.002465309254451169,0.31807203673236645
08/04/1988,28.6731,15.86704,0.00250112535975,0.058399,1,0.002110806177607366,0.001154344903465635,0.0006838224839840088,0.002110806177607366,0.0013310996755254868,0.0001682230649319227,0.0024954616938774026,0.5626247258624524
08/05/1988,42.01477,20.97454,0.00253511533291,0.0587165,1,0.001758717631363525,0.0015843775904389235,0.0009074523101526619,0.001758717631363525,0.001814601782140713,0.00020234232512798887,0.0025270273711650174,0.8010361707507312
08/06/1988,55.80835,24.89219,0.0025683487186,0.0559537,1,0.0013092344439760175,0.0019270840322937147,0.0010810492326992647,0.0013092344439760175,0.002198081681176893,0.00022529366150789956,0.00255844833960325,1.03359926231899
08/07/1988,69.98672,27.42899,0.00259934909348,0.0511495,1,0.0007895896569387529,0.002167816256057108,0.001197387390699093,0.0007895896569387529,0.002465225837919622,0.0002362741024406563,0.0025885884683145674,1.2608294320584994
08/08/1988,84.32005,28.47538,0.00262720978163,0.0452127,1,0.0002285624263670367,0.002298036950367449,0.0012526039392766733,0.0002285624263670367,0.002606664870914054,0.00023513550282376595,0.0026166663012321934,1.483336158022553
08/09/1988,98.47598,28.0283,0.00265148152314,0.0388058,1,-0.00034497807553233604,0.0023149405144512612,0.001245951367231863,-0.00034497807553233604,0.0026195273488220623,0.0002223080379295273,0.002642145606098335,1.701737581619391
08/10/1988,112.1307,26.19494,0.00267201419517,0.0323,1,-0.0009032221630953385,0.0022209533199036065,0.0011794981704489874,-0.0009032221630953385,0.002506862224303368,0.00019872436097301022,0.0026646141348318805,1.9166173580950627
08/11/1988,125.07028,23.16702,0.00268878931524,0.0257862,1,-0.0014203468054535622,0.0020231790471011493,0.0010578040826908993,-0.0014203468054535622,0.0022770007543666143,0.0001657422655828004,0.0026836761136821764,2.1285176284438045
08/12/1988,137.23074,19.17873,0.00270177229634,0.0191298,1,-0.0018732761843386191,0.001732806838088168,0.0008875755406358072,-0.0018732761843386191,0.0019428764431352662,0.00012506400429426886,0.0026988761616828956,2.3379581799792692
08/13/1988,148.67865,14.469,0.00271080557552,0.0120554,1,-0.0022422982048195647,0.0013644833598141885,0.0006773114421914469,-0.0022422982048195647,0.0015213080118949992,7.866105693009242e-05,0.0027096640578479388,2.5454703104140908
08/14/1988,159.56753,9.25906,0.00271555568252,0.0042465,1,-0.002511549478880865,0.000935657391263801,0.0004369292004127603,-0.002511549478880865,0.0010322493223474966,2.869174991263813e-05,0.002715404104061421,2.751638785069157
08/15/1988,170.09927,3.74562,0.00271551909083,-0.0045529,3,-0.0026693630543510112,0.000465913478159379,0.00017739630096893716,-0.0026693630543510112,0.0004980314587430468,-2.2571726347461084e-05,0.00271542527973647,2.9571402311307033
08/16/1988,180.50084,-1.89528,0.00271008400609,-0.0144479,2,-0.002708497955924843,-2.367641525609681e-05,-8.963018563180571e-05,-0.002708497955924843,-5.737551376781341e-05,-7.281616053906261e-05,0.00270910559536338,-3.120412303907066
08/17/1988,191.01414,-7.49791,0.00269863909943,-0.025322,2,-0.002626280983844085,-0.0005111699696043902,-0.0003521454884645723,-0.002626280983844085,-0.0006090646875226574,-0.00011975553968077295,0.0026959806378548286,-2.9137095903220818
08/18/1988,201.89186,-12.89205,0.00268071618938,-0.0367906,2,-0.0024247055225496235,-0.000974325247603856,-0.0005981076230939285,-0.0024247055225496235,-0.0011318394581078149,-0.00016118888916917404,0.00267586573467587,-2.704860439579694
08/19/1988,213.39089,-17.88558,0.00265615168379,-0.0481831,2,-0.0021105366784831183,-0.0013911611053982094,-0.0008157496398437031,-0.0021105366784831183,-0.001600851896917387,-0.00019506383625342316,0.002648979401030999,-2.492670747351085
08/20/1988,225.7518,-22.24662,0.00262524990339,-0.0585553,2,-0.0016954601334942918,-0.001740547906566811,-0.0009939039067870773,-0.0016954601334942918,-0.0019922737130159737,-0.00021953916144111963,0.0026160542065949122,-2.275880904359131
08/21/1988,239.15191,-25.69234,0.00258892837246,-0.0667407,2,-0.001196264197760722,-0.0020029277044848037,-0.0011224004176280022,-0.001196264197760722,-0.002284115445297834,-0.00023306376688828404,0.00257841645167964,-2.053248734698002
08/22/1988,253.62674,-27.8978,0.00254881925152,-0.0714539,2,-0.0006349950880206894,-0.002161251703603384,-0.0011925820260175145,-0.0006349950880206894,-0.0024572915148187917,-0.0002344764941484283,0.0025380111013568944,-1.8236769244434925
08/23/1988,268.9876,-28.54188,0.00250729248211,-0.0714606,2,-3.891686962771664e-05,-0.002202232633118011,-0.001197986852070512,-3.891686962771664e-05,-0.0024970407008726766,-0.00022313405452550872,0.0024973439459866813,-1.5863802614602411
08/24/1988,284.81031,-27.39252,0.00246735882355,-0.0658227,2,0.0005599880136543222,-0.002117926364817825,-0.001135192011037376,0.0005599880136543222,-0.0023947128629630116,-0.00019905600386078417,0.002459316220309421,-1.3410806324806759
08/25/1988,300.56035,-24.39743,0.00243241434658,-0.0541942,2,0.0011263113616744494,-0.001907499993685343,-0.001004741779812939,0.0011263113616744494,-0.002149760326445522,-0.00016307301693442957,0.0024269418502708526,-1.0881930854970912
08/26/1988,315.801,-19.72406,0.0024058159472,-0.0370925,2,0.0016235892684270674,-0.001578816440143172,-0.0008119402118283911,0.0016235892684270674,-0.0017715070107453689,-0.0001169237791482069,0.0024029729922892457,-0.828938683410755
